 21 4854.379130 5.530E-30 2.749E-01.05550.053 4408.72470.51-.008188       2 0 0 12       0 0 0 01                    P106e     4445521221 1 1 1 5   211.0  213.0.11970.609 -0.70544496D+00  0.36629621D-09
 21 4857.252030 1.160E-29 2.660E-01.05560.053 4245.30320.52-.008139       2 0 0 12       0 0 0 01                    P104e     4445521221 1 1 1 5   207.0  209.0.12120.617 -0.70541312D+00  0.79538949D-09
 21 4860.018930 2.290E-29 2.458E-01.05580.053 4084.93370.53-.008090       2 0 0 12       0 0 0 01                    P102e     4445521221 1 1 1 5   203.0  205.0.12270.624 -0.70538002D+00  0.17010827D-08
 21 4862.604950 4.070E-29 2.077E-01.05590.054 3927.61890.54-.008040       2 0 0 12       0 0 0 01                    P100e     4445521221 1 1 1 5   199.0  201.0.12420.632 -0.70534561D+00  0.35830858D-08
 21 4864.895390 6.010E-29 1.480E-01.05610.054 3773.36140.55-.007988       2 0 0 12       0 0 0 01                    P 98e     4445521221 1 1 1 5   195.0  197.0.12560.639 -0.70530981D+00  0.74329812D-08
 21 4871.112360 1.860E-28 2.248E-01.05630.054 3622.16360.55-.007936       2 0 0 12       0 0 0 01                    P 96e     4445521221 1 1 1 5   191.0  193.0.12700.646 -0.70527249D+00  0.15185559D-07
 21 4873.591710 4.410E-28 2.653E-01.05650.055 3474.02820.56-.007883       2 0 0 12       0 0 0 01                    P 94e     4445521221 1 1 1 5   187.0  189.0.12840.653 -0.70523366D+00  0.30552536D-07
 21 4876.224200 9.470E-28 2.879E-01.05680.055 3328.95740.57-.007829       2 0 0 12       0 0 0 01                    P 92e     4445521221 1 1 1 5   183.0  185.0.12970.661 -0.70519310D+00  0.60534064D-07
 21 4878.925140 1.930E-27 3.011E-01.05710.056 3186.95370.58-.007775       2 0 0 12       0 0 0 01                    P 90e     4445521221 1 1 1 5   179.0  181.0.13100.668 -0.70515075D+00  0.11810675D-06
 21 4881.651600 3.790E-27 3.082E-01.05740.056 3048.01940.59-.007719       2 0 0 12       0 0 0 01                    P 88e     4445521221 1 1 1 5   175.0  177.0.13230.674 -0.70510647D+00  0.22691227D-06
 21 4884.382020 7.270E-27 3.129E-01.05780.057 2912.15690.60-.007662       2 0 0 12       0 0 0 01                    P 86e     4445521221 1 1 1 5   171.0  173.0.13350.681 -0.70506016D+00  0.42927427D-06
 21 4887.108510 1.478E-26 3.420E-01.05810.057 2779.36910.61-.007605       2 0 0 12       0 0 0 01                    P 84e     2245521120 1 1 1 5   167.0  169.0.13470.688 -0.70501164D+00  0.79962957D-06
 21 4889.814330 2.601E-26 3.286E-01.05850.058 2649.65650.62-.007546       2 0 0 12       0 0 0 01                    P 82e     2245521120 1 1 1 5   163.0  165.0.13580.695 -0.70496077D+00  0.14665868D-05
