 21 4996.897760 5.190E-30 5.890E-02.05580.053 4084.93370.53-.008090       2 0 0 11       0 0 0 01                    P102e     4445521221 1 1 1 5   203.0  205.0.12270.624 -0.70538002D+00  0.17010827D-08
 21 4999.181540 1.130E-29 6.095E-02.05590.054 3927.61890.54-.008040       2 0 0 11       0 0 0 01                    P100e     4445521221 1 1 1 5   199.0  201.0.12420.632 -0.70534561D+00  0.35830858D-08
 21 5001.465160 2.410E-29 6.273E-02.05610.054 3773.36140.55-.007988       2 0 0 11       0 0 0 01                    P 98e     4445521221 1 1 1 5   195.0  197.0.12560.639 -0.70530981D+00  0.74329812D-08
 21 5003.747820 5.060E-29 6.454E-02.05630.054 3622.16360.55-.007936       2 0 0 11       0 0 0 01                    P 96e     4445521221 1 1 1 5   191.0  193.0.12700.646 -0.70527249D+00  0.15185559D-07
 21 5006.028750 1.050E-28 6.664E-02.05650.055 3474.02820.56-.007883       2 0 0 11       0 0 0 01                    P 94e     4445521221 1 1 1 5   187.0  189.0.12840.653 -0.70523366D+00  0.30552536D-07
 21 5008.307130 2.130E-28 6.831E-02.05680.055 3328.95740.57-.007829       2 0 0 11       0 0 0 01                    P 92e     4445521221 1 1 1 5   183.0  185.0.12970.661 -0.70519310D+00  0.60534064D-07
 21 5010.582180 4.260E-28 7.010E-02.05710.056 3186.95370.58-.007775       2 0 0 11       0 0 0 01                    P 90e     4445521221 1 1 1 5   179.0  181.0.13100.668 -0.70515075D+00  0.11810675D-06
 21 5012.853110 8.390E-28 7.194E-02.05740.056 3048.01940.59-.007719       2 0 0 11       0 0 0 01                    P 88e     4445521221 1 1 1 5   175.0  177.0.13230.674 -0.70510647D+00  0.22691227D-06
 21 5015.119140 1.630E-27 7.397E-02.05780.057 2912.15690.60-.007662       2 0 0 11       0 0 0 01                    P 86e     4445521221 1 1 1 5   171.0  173.0.13350.681 -0.70506016D+00  0.42927427D-06
 21 5017.379490 3.100E-27 7.561E-02.05810.057 2779.36830.61-.007605       2 0 0 11       0 0 0 01                    P 84e     4445521221 1 1 1 5   167.0  169.0.13470.688 -0.70501164D+00  0.79963268D-06
 21 5019.633420 5.810E-27 7.736E-02.05850.058 2649.65580.62-.007546       2 0 0 11       0 0 0 01                    P 82e     4445521221 1 1 1 5   163.0  165.0.13580.695 -0.70496077D+00  0.14665918D-05
 21 5021.883729 1.129E-26 8.334E-02.05890.058 2523.02210.63-.007487       2 0 0 11       0 0 0 01                    P 80e     3345521120 1 1 1 5   159.0  161.0.13690.701 -0.70490739D+00  0.26483375D-05
 21 5024.121699 2.042E-26 8.489E-02.05940.059 2399.46810.64-.007427       2 0 0 11       0 0 0 01                    P 78e     3345521120 1 1 1 5   155.0  157.0.13790.708 -0.70485125D+00  0.47083427D-05
 21 5026.351260 3.633E-26 8.640E-02.05980.060 2278.99640.65-.007366       2 0 0 11       0 0 0 01                    P 76e     3345521120 1 1 1 5   151.0  153.0.13880.714 -0.70479218D+00  0.82408896D-05
