 21 4746.488990 4.950E-30 1.084E-01.05560.053 4245.30320.52-.008139       2 0 0 13       0 0 0 01                    P104e     4445521221 1 1 1 5   207.0  209.0.12120.617 -0.70541312D+00  0.79538949D-09
 21 4749.194930 1.040E-29 1.066E-01.05580.053 4084.93370.53-.008090       2 0 0 13       0 0 0 01                    P102e     4445521221 1 1 1 5   203.0  205.0.12270.624 -0.70538002D+00  0.17010827D-08
 21 4751.867720 2.150E-29 1.048E-01.05590.054 3927.61890.54-.008040       2 0 0 13       0 0 0 01                    P100e     4445521221 1 1 1 5   199.0  201.0.12420.632 -0.70534561D+00  0.35830858D-08
 21 4754.507710 4.390E-29 1.033E-01.05610.054 3773.36140.55-.007988       2 0 0 13       0 0 0 01                    P 98e     4445521221 1 1 1 5   195.0  197.0.12560.639 -0.70530981D+00  0.74329812D-08
 21 4757.117170 8.800E-29 1.014E-01.05630.054 3622.16360.55-.007936       2 0 0 13       0 0 0 01                    P 96e     4445521221 1 1 1 5   191.0  193.0.12700.646 -0.70527249D+00  0.15185559D-07
 21 4759.693470 1.740E-28 9.983E-02.05650.055 3474.02820.56-.007883       2 0 0 13       0 0 0 01                    P 94e     4445521221 1 1 1 5   187.0  189.0.12840.653 -0.70523366D+00  0.30552536D-07
 21 4762.239220 3.400E-28 9.858E-02.05680.055 3328.95740.57-.007829       2 0 0 13       0 0 0 01                    P 92e     4445521221 1 1 1 5   183.0  185.0.12970.661 -0.70519310D+00  0.60534064D-07
 21 4764.754600 6.520E-28 9.702E-02.05710.056 3186.95370.58-.007775       2 0 0 13       0 0 0 01                    P 90e     4445521221 1 1 1 5   179.0  181.0.13100.668 -0.70515075D+00  0.11810675D-06
 21 4767.240080 1.230E-27 9.539E-02.05740.056 3048.01940.59-.007719       2 0 0 13       0 0 0 01                    P 88e     4445521221 1 1 1 5   175.0  177.0.13230.674 -0.70510647D+00  0.22691227D-06
 21 4769.696190 2.290E-27 9.400E-02.05780.057 2912.15690.60-.007662       2 0 0 13       0 0 0 01                    P 86e     4445521221 1 1 1 5   171.0  173.0.13350.681 -0.70506016D+00  0.42927427D-06
 21 4772.123420 4.200E-27 9.267E-02.05810.057 2779.36830.61-.007605       2 0 0 13       0 0 0 01                    P 84e     4445521221 1 1 1 5   167.0  169.0.13470.688 -0.70501164D+00  0.79963268D-06
 21 4774.522280 7.590E-27 9.143E-02.05850.058 2649.65580.62-.007546       2 0 0 13       0 0 0 01                    P 82e     4445521221 1 1 1 5   163.0  165.0.13580.695 -0.70496077D+00  0.14665918D-05
 21 4776.895078 1.372E-26 9.164E-02.05890.058 2523.02210.63-.007487       2 0 0 13       0 0 0 01                    P 80e     3345521120 1 1 1 5   159.0  161.0.13690.701 -0.70490739D+00  0.26483375D-05
 21 4779.238122 2.400E-26 9.028E-02.05940.059 2399.46810.64-.007427       2 0 0 13       0 0 0 01                    P 78e     3345521120 1 1 1 5   155.0  157.0.13790.708 -0.70485125D+00  0.47083427D-05
 21 4781.554423 4.136E-26 8.901E-02.05980.060 2278.99640.65-.007366       2 0 0 13       0 0 0 01                    P 76e     3345521120 1 1 1 5   151.0  153.0.13880.714 -0.70479218D+00  0.82408896D-05
 21 4783.844432 7.016E-26 8.775E-02.06030.060 2161.60910.66-.007304       2 0 0 13       0 0 0 01                    P 74e     3345521120 1 1 1 5   147.0  149.0.13980.720 -0.70472995D+00  0.14199467D-04
 21 4786.108597 1.172E-25 8.653E-02.06080.061 2047.30810.66-.007241       2 0 0 13       0 0 0 01                    P 72e     3345521120 1 1 1 5   143.0  145.0.14060.726 -0.70466425D+00  0.24084730D-04
 21 4788.347368 1.928E-25 8.537E-02.06130.062 1936.09520.67-.007177       2 0 0 13       0 0 0 01                    P 70e     3345521120 1 1 1 5   139.0  141.0.14140.732 -0.70459484D+00  0.40212579D-04
 21 4790.561188 3.123E-25 8.426E-02.06180.063 1827.97230.68-.007113       2 0 0 13       0 0 0 01                    P 68e     3345521120 1 1 1 5   135.0  137.0.14210.738 -0.70452138D+00  0.66086001D-04
 21 4792.750501 4.980E-25 8.318E-02.06230.064 1722.94120.69-.007047       2 0 0 13       0 0 0 01                    P 66e     3345521120 1 1 1 5   131.0  133.0.14280.744 -0.70444347D+00  0.10689561D-03
 21 4794.915743 7.819E-25 8.215E-02.06280.065 1621.00350.70-.006981       2 0 0 13       0 0 0 01                    P 64e     4445521120 1 1 1 5   127.0  129.0.14340.749 -0.70436070D+00  0.17017163D-03
 21 4797.057347 1.208E-24 8.112E-02.06330.066 1522.16100.71-.006914       2 0 0 13       0 0 0 01                    P 62e     4445521120 1 1 1 5   123.0  125.0.14390.755 -0.70427267D+00  0.26660160D-03
 21 4799.175739 1.839E-24 8.022E-02.06380.067 1426.41520.72-.006846       2 0 0 13       0 0 0 01                    P 60e     4445521120 1 1 1 5   119.0  121.0.14430.760 -0.70417879D+00  0.41101370D-03
 21 4801.271340 2.754E-24 7.931E-02.06430.068 1333.76780.73-.006778       2 0 0 13       0 0 0 01                    P 58e     5745521120 1 1 1 5   115.0  117.0.14470.765 -0.70407847D+00  0.62349690D-03
 21 4803.344561 4.059E-24 7.843E-02.06470.069 1244.22020.74-.006709       2 0 0 13       0 0 0 01                    P 56e     5745521120 1 1 1 5   111.0  113.0.14500.770 -0.70397103D+00  0.93059506D-03
 21 4805.395807 5.888E-24 7.760E-02.06520.070 1157.77400.75-.006639       2 0 0 13       0 0 0 01                    P 54e     5745521120 1 1 1 5   107.0  109.0.14520.774 -0.70385571D+00  0.13664560D-02
 21 4807.425473 8.406E-24 7.682E-02.06560.071 1074.43050.75-.006568       2 0 0 13       0 0 0 01                    P 52e     5745521120 1 1 1 5   103.0  105.0.14540.779 -0.70373154D+00  0.19737654D-02
 21 4809.433944 1.181E-23 7.608E-02.06600.072  994.19110.76-.006497       2 0 0 13       0 0 0 01                    P 50e     5745521120 1 1 1 5    99.0  101.0.14540.783 -0.70359754D+00  0.28042194D-02
 21 4811.421596 1.632E-23 7.537E-02.06630.074  917.05720.77-.006426       2 0 0 13       0 0 0 01                    P 48e     5745521120 1 1 1 5    95.0   97.0.14540.787 -0.70345247D+00  0.39182401D-02
 21 4813.388794 2.218E-23 7.468E-02.06660.075  843.03000.77-.006354       2 0 0 13       0 0 0 01                    P 46e     5745521120 1 1 1 5    91.0   93.0.14530.790 -0.70329486D+00  0.53835996D-02
 21 4815.335890 2.966E-23 7.406E-02.06680.076  772.11060.78-.006282       2 0 0 13       0 0 0 01                    P 44e     5755521120 1 1 1 5    87.0   89.0.14500.794 -0.70312305D+00  0.72726013D-02
 21 4817.263226 3.901E-23 7.349E-02.06710.078  704.30040.78-.006209       2 0 0 13       0 0 0 01                    P 42e     5755521120 1 1 1 5    83.0   85.0.14470.797 -0.70293503D+00  0.96575104D-02
 21 4819.171130 5.043E-23 7.294E-02.06730.079  639.60030.78-.006136       2 0 0 13       0 0 0 01                    P 40e     5755521120 1 1 1 5    79.0   81.0.14440.800 -0.70272832D+00  0.12604116D-01
 21 4821.059917 6.409E-23 7.244E-02.06750.081  578.01150.78-.006063       2 0 0 13       0 0 0 01                    P 38e     5755521120 1 1 1 5    75.0   77.0.14390.802 -0.70250018D+00  0.16163346D-01
 21 4822.929889 8.004E-23 7.197E-02.06770.083  519.53500.78-.005990       2 0 0 13       0 0 0 01                    P 36e     5755521120 1 1 1 5    71.0   73.0.14330.804 -0.70224689D+00  0.20361350D-01
 21 4824.781332 9.820E-23 7.155E-02.06790.084  464.17170.78-.005917       2 0 0 13       0 0 0 01                    P 34e     5755521120 1 1 1 5    67.0   69.0.14260.806 -0.70196412D+00  0.25188600D-01
 21 4826.614521 1.183E-22 7.116E-02.06820.086  411.92250.78-.005843       2 0 0 13       0 0 0 01                    P 32e     5755521120 1 1 1 5    63.0   65.0.14190.807 -0.70164642D+00  0.30589030D-01
 21 4828.429712 1.399E-22 7.082E-02.06860.088  362.78830.78-.005770       2 0 0 13       0 0 0 01                    P 30e     5755521120 1 1 1 5    59.0   61.0.14100.808 -0.70128687D+00  0.36450532D-01
 21 4830.227149 1.623E-22 7.053E-02.06900.090  316.76980.78-.005697       2 0 0 13       0 0 0 01                    P 28e     5755521120 1 1 1 5    55.0   57.0.14000.808 -0.70087664D+00  0.42598408D-01
 21 4832.007056 1.847E-22 7.032E-02.06950.092  273.86800.78-.005624       2 0 0 13       0 0 0 01                    P 26e     5755521120 1 1 1 5    51.0   53.0.13900.808 -0.70040420D+00  0.48793228D-01
 21 4833.769646 2.058E-22 7.012E-02.07010.094  234.08330.78-.005551       2 0 0 13       0 0 0 01                    P 24e     5755521120 1 1 1 5    47.0   49.0.13790.808 -0.69985421D+00  0.54734955D-01
 21 4835.515112 2.244E-22 6.998E-02.07080.096  197.41660.77-.005477       2 0 0 13       0 0 0 01                    P 22e     5755521120 1 1 1 5    43.0   45.0.13660.806 -0.69920589D+00  0.60073667D-01
