 -0.790019282930D+01 -0.848897599409D+00      0.029967      0.000566  23  22   3   4
 -0.749396908861D+01 -0.883510651882D+00      0.071274      0.000864  23  22   5   6
 -0.721311622233D+01 -0.919158814724D+00      0.113026      0.001165  23  22   7   8
 -0.699739397404D+01 -0.955750437820D+00      0.153301      0.001473  23  22   9  10
 -0.682109409636D+01 -0.993171694588D+00      0.191258      0.001791  23  22  11  12
 -0.667091808549D+01 -0.103129863201D+01      0.226078      0.002121  23  22  13  14
 -0.653915778201D+01 -0.107001203327D+01      0.256992      0.002468  23  22  15  16
 -0.642102063446D+01 -0.110921976375D+01      0.283291      0.002833  23  22  17  18
 -0.631343789051D+01 -0.114890237293D+01      0.304560      0.003218  23  22  19  20
 -0.621460500609D+01 -0.118925925006D+01      0.323120      0.003625  23  22  21  22
 -0.612844124697D+01 -0.123442148750D+01      0.332526      0.004041  23  22  23  24
 -0.838943032850D+01 -0.751098174042D+00      0.092727      0.000330  24  23   2   1
 -0.770728914299D+01 -0.720645209244D+00      0.129116      0.000643  24  23   4   3
 -0.727134274193D+01 -0.690954735660D+00      0.164185      0.000979  24  23   6   5
 -0.693489483689D+01 -0.661771729830D+00      0.198276      0.001350  24  23   8   7
 -0.664803218121D+01 -0.632724247985D+00      0.232173      0.001772  24  23  10   9
 -0.638589034907D+01 -0.603286297927D+00      0.267229      0.002269  24  23  12  11
 -0.613193370357D+01 -0.572713831920D+00      0.305571      0.002880  24  23  14  13
 -0.587108875745D+01 -0.539922530996D+00      0.350466      0.003676  24  23  16  15
 -0.558372840345D+01 -0.503222700009D+00      0.407070      0.004808  24  23  18  17
 -0.523275817148D+01 -0.459622519009D+00      0.484201      0.006678  24  23  20  19
 -0.470633543059D+01 -0.402212079702D+00      0.599538      0.010974  24  23  22  21
 -0.486391300442D+01 -0.437318230862D+00      0.506426      0.009548  24  23  24  23
 -0.959110087103D+01 -0.798540107262D+00      0.035770      0.000102  24  23   0   1
 -0.826369234328D+01 -0.831444149344D+00      0.006428      0.000390  24  23   2   3
 -0.773611862010D+01 -0.865371716719D+00      0.043864      0.000672  24  23   4   5
 -0.740134183423D+01 -0.900271742581D+00      0.081293      0.000956  24  23   6   7
 -0.715486543528D+01 -0.936057103899D+00      0.118767      0.001246  24  23   8   9
 -0.695853099888D+01 -0.972614726135D+00      0.154161      0.001544  24  23  10  11
 -0.679414318689D+01 -0.100981589228D+01      0.186701      0.001855  24  23  12  13
 -0.665165739710D+01 -0.104752740381D+01      0.215660      0.002180  24  23  14  15
 -0.652499702282D+01 -0.108562513280D+01      0.241699      0.002522  24  23  16  17
 -0.641026970893D+01 -0.112401424369D+01      0.264185      0.002884  24  23  18  19
 -0.630493102146D+01 -0.116267053399D+01      0.282118      0.003267  24  23  20  21
 -0.620746956448D+01 -0.120177362265D+01      0.294849      0.003673  24  23  22  23
 -0.612137913781D+01 -0.124510108270D+01      0.298164      0.004090  24  23  24  25
 -0.907860421782D+01 -0.766200522634D+00      0.072766      0.000167  25  24   1   0
 -0.807140462432D+01 -0.735333834797D+00      0.107190      0.000450  25  24   3   2
 -0.754921408973D+01 -0.705294070619D+00      0.140360      0.000747  25  24   5   4
 -0.717752201154D+01 -0.675901180569D+00      0.172335      0.001067  25  24   7   6
 -0.687626911177D+01 -0.646877695871D+00      0.203533      0.001421  25  24   9   8
 -0.661196518173D+01 -0.617823074753D+00      0.234826      0.001823  25  24  11  10
 -0.636580746870D+01 -0.588173314264D+00      0.267680      0.002298  25  24  13  12
 -0.612404369333D+01 -0.557131135080D+00      0.304380      0.002880  25  24  15  14
 -0.587308607543D+01 -0.523532670874D+00      0.348441      0.003639  25  24  17  16
 -0.559421612498D+01 -0.485558674332D+00      0.405459      0.004716  25  24  19  18
 -0.525100966735D+01 -0.439977173866D+00      0.485149      0.006493  25  24  21  20
 -0.473236061816D+01 -0.379310161771D+00      0.607524      0.010570  25  24  23  22
 -0.488956830283D+01 -0.416443276416D+00      0.509266      0.009210  25  24  25  24
 -0.877283924085D+01 -0.814252802083D+00      0.019336      0.000232  25  24   1   2
 -0.802365662503D+01 -0.847486600815D+00      0.020074      0.000499  25  24   3   4
 -0.761159402899D+01 -0.881637625313D+00      0.054706      0.000767  25  24   5   6
 -0.732535256305D+01 -0.916625640667D+00      0.088654      0.001040  25  24   7   8
 -0.710461857178D+01 -0.952341764557D+00      0.121275      0.001321  25  24   9  10
