 21 4856.843100 4.460E-30 1.996E-01.05620.054 4368.57880.55-.007962       2 1 1 12       0 1 1 01                    P 97e     4445521221 1 1 1 5   193.0  195.0.12630.643 -0.70525387D+00  0.40760070D-09
 21 4859.537300 4.210E-30 2.781E-01.05610.054 4450.53680.55-.007988       2 1 1 12       0 1 1 01                    P 98f     4445521221 1 1 1 5   195.0  197.0.12560.639 -0.70527309D+00  0.27647395D-09
 21 4859.542270 1.240E-29 2.740E-01.05640.054 4218.76350.56-.007910       2 1 1 12       0 1 1 01                    P 95e     4445521221 1 1 1 5   189.0  191.0.12770.650 -0.70521421D+00  0.82697410D-09
 21 4862.264350 8.640E-30 2.792E-01.05630.054 4298.95500.55-.007936       2 1 1 12       0 1 1 01                    P 96f     4445521221 1 1 1 5   191.0  193.0.12700.646 -0.70523423D+00  0.56589075D-09
 21 4862.384010 2.510E-29 2.779E-01.05670.055 4072.01420.57-.007856       2 1 1 12       0 1 1 01                    P 93e     4445521221 1 1 1 5   185.0  187.0.12910.657 -0.70517282D+00  0.16522893D-08
 21 4864.970070 1.750E-29 2.810E-01.05650.055 4150.44250.56-.007883       2 1 1 12       0 1 1 01                    P 94f     4445521221 1 1 1 5   187.0  189.0.12840.653 -0.70519375D+00  0.11406309D-08
 21 4865.216960 4.970E-29 2.801E-01.05700.055 3928.33340.58-.007802       2 1 1 12       0 1 1 01                    P 91e     4445521221 1 1 1 5   181.0  183.0.13040.664 -0.70512958D+00  0.32509025D-08
 21 4867.653990 3.480E-29 2.819E-01.05680.055 4005.00190.57-.007829       2 1 1 12       0 1 1 01                    P 92f     4445521221 1 1 1 5   183.0  185.0.12970.661 -0.70515144D+00  0.22640100D-08
 21 4868.028660 9.670E-29 2.817E-01.05730.056 3787.72350.59-.007747       2 1 1 12       0 1 1 01                    P 89e     4445521221 1 1 1 5   177.0  179.0.13170.671 -0.70508434D+00  0.62984201D-08
 21 4870.315740 6.830E-29 2.834E-01.05710.056 3862.63550.58-.007775       2 1 1 12       0 1 1 01                    P 90f     4445521221 1 1 1 5   179.0  181.0.13100.668 -0.70510722D+00  0.44250571D-08
 21 4870.816050 1.850E-28 2.829E-01.05760.056 3650.18680.59-.007691       2 1 1 12       0 1 1 01                    P 87e     4445521221 1 1 1 5   173.0  175.0.13290.678 -0.70503701D+00  0.12015861D-07
 21 4872.955050 1.320E-28 2.850E-01.05740.056 3723.34590.59-.007719       2 1 1 12       0 1 1 01                    P 88f     4445521221 1 1 1 5   175.0  177.0.13230.674 -0.70506095D+00  0.85163239D-08
 21 4873.577950 3.480E-28 2.837E-01.05790.057 3515.72550.60-.007634       2 1 1 12       0 1 1 01                    P 85e     4445521221 1 1 1 5   169.0  171.0.13410.685 -0.70498740D+00  0.22571431D-07
 21 4875.571700 2.500E-28 2.852E-01.05780.057 3587.13520.60-.007662       2 1 1 12       0 1 1 01                    P 86f     4445521221 1 1 1 5   171.0  173.0.13350.681 -0.70501249D+00  0.16138535D-07
 21 4876.313770 6.460E-28 2.851E-01.05830.058 3384.34200.61-.007576       2 1 1 12       0 1 1 01                    P 83e     4445521221 1 1 1 5   165.0  167.0.13520.691 -0.70493536D+00  0.41747298D-07
 21 4878.165490 4.680E-28 2.865E-01.05810.057 3454.00580.61-.007605       2 1 1 12       0 1 1 01                    P 84f     4445521221 1 1 1 5   167.0  169.0.13470.688 -0.70496168D+00  0.30111972D-07
 21 4879.023140 1.180E-27 2.864E-01.05870.058 3256.03840.62-.007517       2 1 1 12       0 1 1 01                    P 81e     4445521221 1 1 1 5   161.0  163.0.13630.698 -0.70488068D+00  0.76023316D-07
